NR_solar_pv,NER_solar_pv,ER_solar_pv,WR_solar_pv,SR_solar_pv,NR_onshore_wind,NER_onshore_wind,ER_onshore_wind,WR_onshore_wind,SR_onshore_wind
0,0,0,0,0,0.142925054,0.002315517,0.870121062,0.031066958,0.399789095
0,0,0,0,0,0.373674929,0.094827555,0.958805382,0.097598262,0.343781441
0,0,0,0,0,0.434153348,0.031066958,0.799080312,0.058144085,0.002315517
0,0,0,0,0,0.435889482,0.097598262,0.399789095,0.142925054,0.094827555
0,0,0,0,0,0.563583791,0.058144085,0.343781441,0.373674929,0.031066958
0,0,0,0,0,0.845474541,0.142925054,0.002315517,0.434153348,0.097598262
0,0,0,0,0,0.694941878,0.373674929,0.094827555,0.435889482,0.058144085
0,0,0,0,0,0.832901537,0.434153348,0.031066958,0.563583791,0.142925054
0,0,0,0,0,0.784772754,0.435889482,0.097598262,0.845474541,0.373674929
0,0,0,0,0,0.584573805,0.563583791,0.058144085,0.694941878,0.434153348
0,0.139,0.139,0,0,0.526055634,0.845474541,0.142925054,0.832901537,0.435889482
0.139,0.4082,0.4082,0,0.139,0.535089731,0.694941878,0.373674929,0.784772754,0.563583791
0.4082,0.5689,0.5689,0.139,0.4082,0.20891723,0.832901537,0.434153348,0.584573805,0.845474541
0.5689,0.6386,0.6386,0.4082,0.5689,0.3200486,0.784772754,0.435889482,0.526055634,0.694941878
0.6386,0.5749,0.5749,0.5689,0.6386,0.762181401,0.584573805,0.563583791,0.535089731,0.832901537
0.5749,0.557,0.557,0.6386,0.5749,0.967575073,0.526055634,0.845474541,0.20891723,0.784772754
0.557,0.3724,0.3724,0.5749,0.557,0.947055817,0.535089731,0.694941878,0.3200486,0.584573805
0.3724,0.1936,0.1936,0.557,0.3724,0.922798336,0.20891723,0.832901537,0.762181401,0.526055634
0.1936,0.0704,0.0704,0.3724,0.1936,0.981649756,0.3200486,0.784772754,0.967575073,0.535089731
0.0704,0,0,0.1936,0.0704,0.987221539,0.762181401,0.584573805,0.947055817,0.20891723
0,0,0,0.0704,0,0.972513497,0.967575073,0.526055634,0.922798336,0.3200486
0,0,0,0,0,0.921534657,0.947055817,0.535089731,0.981649756,0.762181401
0,0,0,0,0,0.942537785,0.922798336,0.20891723,0.987221539,0.967575073
0,0,0,0,0,0.942126811,0.981649756,0.3200486,0.972513497,0.947055817
0,0,0,0,0,0.740993917,0.987221539,0.762181401,0.921534657,0.922798336
0,0,0,0,0,0.56838423,0.972513497,0.967575073,0.942537785,0.981649756
0,0,0,0,0,0.254551947,0.921534657,0.947055817,0.942126811,0.987221539
0,0,0,0,0,0.088092998,0.942537785,0.922798336,0.740993917,0.972513497
0,0,0,0,0,0.153454423,0.942126811,0.981649756,0.56838423,0.921534657
0,0,0,0,0,0.125184193,0.740993917,0.987221539,0.254551947,0.942537785
0,0,0,0,0,0.232314631,0.56838423,0.972513497,0.088092998,0.942126811
0,0,0,0,0,0.527668715,0.254551947,0.921534657,0.153454423,0.740993917
0,0,0,0,0,0.643087626,0.088092998,0.942537785,0.125184193,0.56838423
0,0,0,0,0,0.444231838,0.153454423,0.942126811,0.232314631,0.254551947
0,0.1888,0.1888,0,0,0.497035325,0.125184193,0.740993917,0.527668715,0.088092998
0.1888,0.418,0.418,0,0.1888,0.564896762,0.232314631,0.56838423,0.643087626,0.153454423
0.418,0.5584,0.5584,0.1888,0.418,0.640720606,0.527668715,0.254551947,0.444231838,0.125184193
0.5584,0.6543,0.6543,0.418,0.5584,0.400899559,0.643087626,0.088092998,0.497035325,0.232314631
0.6543,0.6701,0.6701,0.5584,0.6543,0.538941324,0.444231838,0.153454423,0.564896762,0.527668715
0.6701,0.647,0.647,0.6543,0.6701,0.923362017,0.497035325,0.125184193,0.640720606,0.643087626
0.647,0.5124,0.5124,0.6701,0.647,0.840292275,0.564896762,0.232314631,0.400899559,0.444231838
0.5124,0.316,0.316,0.647,0.5124,0.243614614,0.640720606,0.527668715,0.538941324,0.497035325
0.316,0.1148,0.1148,0.5124,0.316,0.643543959,0.400899559,0.643087626,0.923362017,0.564896762
0.1148,0,0,0.316,0.1148,0.796087563,0.538941324,0.444231838,0.840292275,0.640720606
0,0,0,0.1148,0,0.903208315,0.923362017,0.497035325,0.243614614,0.400899559
0,0,0,0,0,0.935438216,0.840292275,0.564896762,0.643543959,0.538941324
0,0,0,0,0,0.997932076,0.243614614,0.640720606,0.796087563,0.923362017
0,0,0,0,0,0.982208312,0.643543959,0.400899559,0.903208315,0.840292275
0,0,0,0,0,0.986259937,0.796087563,0.538941324,0.935438216,0.243614614
0,0,0,0,0,0.994179308,0.903208315,0.923362017,0.997932076,0.643543959
0,0,0,0,0,0.966724813,0.935438216,0.840292275,0.982208312,0.796087563
0,0,0,0,0,0.938414276,0.997932076,0.243614614,0.986259937,0.903208315
0,0,0,0,0,0.819656253,0.982208312,0.643543959,0.994179308,0.935438216
0,0,0,0,0,0.804335475,0.986259937,0.796087563,0.966724813,0.997932076
0,0,0,0,0,0.796525359,0.994179308,0.903208315,0.938414276,0.982208312
0,0,0,0,0,0.6475963,0.966724813,0.935438216,0.819656253,0.986259937
0,0,0,0,0,0.803939998,0.938414276,0.997932076,0.804335475,0.994179308
0,0,0,0,0,0.813347638,0.819656253,0.982208312,0.796525359,0.966724813
0,0.1964,0.1964,0,0,0.786184669,0.804335475,0.986259937,0.6475963,0.938414276
0.1964,0.35,0.35,0,0.1964,0.809754848,0.796525359,0.994179308,0.803939998,0.819656253
0.35,0.4004,0.4004,0.1964,0.35,0.920710862,0.6475963,0.966724813,0.813347638,0.804335475
0.4004,0.5397,0.5397,0.35,0.4004,0.424674869,0.803939998,0.938414276,0.786184669,0.796525359
0.5397,0.5759,0.5759,0.4004,0.5397,0.673590124,0.813347638,0.819656253,0.809754848,0.6475963
0.5759,0.508,0.508,0.5397,0.5759,0.722590208,0.786184669,0.804335475,0.920710862,0.803939998
0.508,0.4839,0.4839,0.5759,0.508,0.807032704,0.809754848,0.796525359,0.424674869,0.813347638
0.4839,0.3378,0.3378,0.508,0.4839,0.794338346,0.920710862,0.6475963,0.673590124,0.786184669
0.3378,0.1348,0.1348,0.4839,0.3378,0.920866907,0.424674869,0.803939998,0.722590208,0.809754848
0.1348,0,0,0.3378,0.1348,0.775906444,0.673590124,0.813347638,0.807032704,0.920710862
0,0,0,0.1348,0,0.790116549,0.722590208,0.786184669,0.794338346,0.424674869
0,0,0,0,0,0.313982964,0.807032704,0.809754848,0.920866907,0.673590124
0,0,0,0,0,0.228863105,0.794338346,0.920710862,0.775906444,0.722590208
0,0,0,0,0,0.186610132,0.920866907,0.424674869,0.790116549,0.807032704
0,0,0,0,0,0.168072969,0.775906444,0.673590124,0.313982964,0.794338346
0,0,0,0,0,0.099481188,0.790116549,0.722590208,0.228863105,0.920866907
0,0,0,0,0,0.07131198,0.313982964,0.807032704,0.186610132,0.775906444
0,0,0,0,0,0.141474232,0.228863105,0.794338346,0.168072969,0.790116549
0,0,0,0,0,0.174716681,0.186610132,0.920866907,0.099481188,0.313982964
0,0,0,0,0,0.109989181,0.168072969,0.775906444,0.07131198,0.228863105
0,0,0,0,0,0.090794012,0.099481188,0.790116549,0.141474232,0.186610132
0,0,0,0,0,0.030788897,0.07131198,0.313982964,0.174716681,0.168072969
0,0,0,0,0,0.016659057,0.141474232,0.228863105,0.109989181,0.099481188
0,0,0,0,0,0.026496863,0.174716681,0.186610132,0.090794012,0.07131198
0,0.1776,0.1776,0,0,0.016100235,0.109989181,0.168072969,0.030788897,0.141474232
0.1776,0.3604,0.3604,0,0.1776,0.063318081,0.090794012,0.099481188,0.016659057,0.174716681
0.3604,0.4766,0.4766,0.1776,0.3604,0.212307662,0.030788897,0.07131198,0.026496863,0.109989181
0.4766,0.5273,0.5273,0.3604,0.4766,0.184758514,0.016659057,0.141474232,0.016100235,0.090794012
0.5273,0.6539,0.6539,0.4766,0.5273,0.409239978,0.026496863,0.174716681,0.063318081,0.030788897
0.6539,0.7914,0.7914,0.5273,0.6539,0.85537678,0.016100235,0.109989181,0.212307662,0.016659057
0.7914,0.5949,0.5949,0.6539,0.7914,0.717418909,0.063318081,0.090794012,0.184758514,0.026496863
0.5949,0.4277,0.4277,0.7914,0.5949,0.363580614,0.212307662,0.030788897,0.409239978,0.016100235
0.4277,0.1815,0.1815,0.5949,0.4277,0.317670733,0.184758514,0.016659057,0.85537678,0.063318081
0.1815,0,0,0.4277,0.1815,0.271577805,0.409239978,0.026496863,0.717418909,0.212307662
0,0,0,0.1815,0,0.311569244,0.85537678,0.016100235,0.363580614,0.184758514
0,0,0,0,0,0.221334517,0.717418909,0.063318081,0.317670733,0.409239978
0,0,0,0,0,0.171090662,0.363580614,0.212307662,0.271577805,0.85537678
0,0,0,0,0,0.079606064,0.317670733,0.184758514,0.311569244,0.717418909
0,0,0,0,0,0.189559758,0.271577805,0.409239978,0.221334517,0.363580614
0,0,0,0,0,0.259287894,0.311569244,0.85537678,0.171090662,0.317670733
0,0,0,0,0,0.127237305,0.221334517,0.717418909,0.079606064,0.271577805
0,0,0,0,0,0.17743887,0.171090662,0.363580614,0.189559758,0.311569244
0,0,0,0,0,0.27053991,0.079606064,0.317670733,0.259287894,0.221334517
0,0,0,0,0,0.18752566,0.189559758,0.271577805,0.127237305,0.171090662
0,0,0,0,0,0.695573568,0.259287894,0.311569244,0.17743887,0.079606064
0,0,0,0,0,0.131348357,0.127237305,0.221334517,0.27053991,0.189559758
0,0,0,0,0,0.239212155,0.17743887,0.171090662,0.18752566,0.259287894
0,0,0,0,0,0.310001045,0.27053991,0.079606064,0.695573568,0.127237305
0,0.1778,0.1778,0,0,0.416327089,0.18752566,0.189559758,0.131348357,0.17743887
0.1778,0.3614,0.3614,0,0.1778,0.421913445,0.695573568,0.259287894,0.239212155,0.27053991
0.3614,0.4885,0.4885,0.1778,0.3614,0.579014182,0.131348357,0.127237305,0.310001045,0.18752566
0.4885,0.5863,0.5863,0.3614,0.4885,0.643352985,0.239212155,0.17743887,0.416327089,0.695573568
0.5863,0.5876,0.5876,0.4885,0.5863,0.790205538,0.310001045,0.27053991,0.421913445,0.131348357
0.5876,0.5302,0.5302,0.5863,0.5876,0.734749496,0.416327089,0.18752566,0.579014182,0.239212155
0.5302,0.4279,0.4279,0.5876,0.5302,0.901278973,0.421913445,0.695573568,0.643352985,0.310001045
0.4279,0.2873,0.2873,0.5302,0.4279,0.443615586,0.579014182,0.131348357,0.790205538,0.416327089
0.2873,0.1142,0.1142,0.4279,0.2873,0.563726008,0.643352985,0.239212155,0.734749496,0.421913445
0.1142,0,0,0.2873,0.1142,0.776801109,0.790205538,0.310001045,0.901278973,0.579014182
0,0,0,0.1142,0,0.593942106,0.734749496,0.416327089,0.443615586,0.643352985
0,0,0,0,0,0.759970427,0.901278973,0.421913445,0.563726008,0.790205538
0,0,0,0,0,0.504448533,0.443615586,0.579014182,0.776801109,0.734749496
0,0,0,0,0,0.487716585,0.563726008,0.643352985,0.593942106,0.901278973
0,0,0,0,0,0.197554901,0.776801109,0.790205538,0.759970427,0.443615586
0,0,0,0,0,0.051789507,0.593942106,0.734749496,0.504448533,0.563726008
0,0,0,0,0,0.297564685,0.759970427,0.901278973,0.487716585,0.776801109
0,0,0,0,0,0.620805919,0.504448533,0.443615586,0.197554901,0.593942106
0,0,0,0,0,0.506251514,0.487716585,0.563726008,0.051789507,0.759970427
0,0,0,0,0,0.369528323,0.197554901,0.776801109,0.297564685,0.504448533
0,0,0,0,0,0.075398572,0.051789507,0.593942106,0.620805919,0.487716585
0,0,0,0,0,0.052092776,0.297564685,0.759970427,0.506251514,0.197554901
0,0,0,0,0,0.000912532,0.620805919,0.504448533,0.369528323,0.051789507
0,0,0,0,0,0.003804801,0.506251514,0.487716585,0.075398572,0.297564685
0,0.1817,0.1817,0,0,0.004665192,0.369528323,0.197554901,0.052092776,0.620805919
0.1817,0.3776,0.3776,0,0.1817,0.034942862,0.075398572,0.051789507,0.000912532,0.506251514
0.3776,0.5216,0.5216,0.1817,0.3776,0.130620405,0.052092776,0.297564685,0.003804801,0.369528323
0.5216,0.6342,0.6342,0.3776,0.5216,0.209739819,0.000912532,0.620805919,0.004665192,0.075398572
0.6342,0.6809,0.6809,0.5216,0.6342,0.270353645,0.003804801,0.506251514,0.034942862,0.052092776
0.6809,0.6637,0.6637,0.6342,0.6809,0.587898731,0.004665192,0.369528323,0.130620405,0.000912532
0.6637,0.5758,0.5758,0.6809,0.6637,0.801127791,0.034942862,0.075398572,0.209739819,0.003804801
0.5758,0.4076,0.4076,0.6637,0.5758,0.471754193,0.130620405,0.052092776,0.270353645,0.004665192
0.4076,0.1352,0.1352,0.5758,0.4076,0.497119367,0.209739819,0.000912532,0.587898731,0.034942862
0.1352,0,0,0.4076,0.1352,0.433294594,0.270353645,0.003804801,0.801127791,0.130620405
0,0,0,0.1352,0,0.464815438,0.587898731,0.004665192,0.471754193,0.209739819
0,0,0,0,0,0.495626986,0.801127791,0.034942862,0.497119367,0.270353645
0,0,0,0,0,0.773328662,0.471754193,0.130620405,0.433294594,0.587898731
0,0,0,0,0,0.922425091,0.497119367,0.209739819,0.464815438,0.801127791
0,0,0,0,0,0.975681365,0.433294594,0.270353645,0.495626986,0.471754193
0,0,0,0,0,0.998668909,0.464815438,0.587898731,0.773328662,0.497119367
0,0,0,0,0,0.96816361,0.495626986,0.801127791,0.922425091,0.433294594
0,0,0,0,0,0.995454729,0.773328662,0.471754193,0.975681365,0.464815438
0,0,0,0,0,0.987193763,0.922425091,0.497119367,0.998668909,0.495626986
0,0,0,0,0,0.9938519,0.975681365,0.433294594,0.96816361,0.773328662
0,0,0,0,0,0.997879922,0.998668909,0.464815438,0.995454729,0.922425091
0,0,0,0,0,0.994140625,0.96816361,0.495626986,0.987193763,0.975681365
0,0,0,0,0,0.999531507,0.995454729,0.773328662,0.9938519,0.998668909
0,0,0,0,0,1,0.987193763,0.922425091,0.997879922,0.96816361
0,0.0001,0.0001,0,0,1,0.9938519,0.975681365,0.994140625,0.995454729
0.0001,0.0041,0.0041,0,0.0001,0.999296963,0.997879922,0.998668909,0.999531507,0.987193763
0.0041,0.0626,0.0626,0.0001,0.0041,0.987912178,0.994140625,0.96816361,1,0.9938519
0.0626,0.0905,0.0905,0.0041,0.0626,0.973082304,0.999531507,0.995454729,1,0.997879922
0.0905,0.1765,0.1765,0.0626,0.0905,0.908562422,1,0.987193763,0.999296963,0.994140625
0.1765,0.3062,0.3062,0.0905,0.1765,0.863576651,1,0.9938519,0.987912178,0.999531507
0.3062,0.369,0.369,0.1765,0.3062,0.441652387,0.999296963,0.997879922,0.973082304,1
0.369,0.2813,0.2813,0.3062,0.369,0.133826673,0.987912178,0.994140625,0.908562422,1
0.2813,0.0903,0.0903,0.369,0.2813,0.18830952,0.973082304,0.999531507,0.863576651,0.999296963
0.0903,0,0,0.2813,0.0903,0.080651544,0.908562422,1,0.441652387,0.987912178
0,0,0,0.0903,0,0.102896959,0.863576651,1,0.133826673,0.973082304
0,0,0,0,0,0.292079359,0.441652387,0.999296963,0.18830952,0.908562422
0,0,0,0,0,0.240472272,0.133826673,0.987912178,0.080651544,0.863576651
0,0,0,0,0,0.247440055,0.18830952,0.973082304,0.102896959,0.441652387
0,0,0,0,0,0.237611532,0.080651544,0.908562422,0.292079359,0.133826673
0,0,0,0,0,0.436896056,0.102896959,0.863576651,0.240472272,0.18830952
0,0,0,0,0,0.34168756,0.292079359,0.441652387,0.247440055,0.080651544
0,0,0,0,0,0.466558039,0.240472272,0.133826673,0.237611532,0.102896959
0,0,0,0,0,0.813244164,0.247440055,0.18830952,0.436896056,0.292079359
0,0,0,0,0,0.302878886,0.237611532,0.080651544,0.34168756,0.240472272
0,0,0,0,0,0.373046428,0.436896056,0.102896959,0.466558039,0.247440055
0,0,0,0,0,0.228007585,0.34168756,0.292079359,0.813244164,0.237611532
0,0,0,0,0,0.705251694,0.466558039,0.240472272,0.302878886,0.436896056
0,0,0,0,0,0.98025769,0.813244164,0.247440055,0.373046428,0.34168756
0,0.0067,0.0067,0,0,1,0.302878886,0.237611532,0.228007585,0.466558039
0.0067,0.1502,0.1502,0,0.0067,1,0.373046428,0.436896056,0.705251694,0.813244164
0.1502,0.4189,0.4189,0.0067,0.1502,1,0.228007585,0.34168756,0.98025769,0.302878886
0.4189,0.4948,0.4948,0.1502,0.4189,1,0.705251694,0.466558039,1,0.373046428
0.4948,0.5722,0.5722,0.4189,0.4948,1,0.98025769,0.813244164,1,0.228007585
0.5722,0.5483,0.5483,0.4948,0.5722,1,1,0.302878886,1,0.705251694
0.5483,0.4087,0.4087,0.5722,0.5483,1,1,0.373046428,1,0.98025769
0.4087,0.313,0.313,0.5483,0.4087,1,1,0.228007585,1,1
0.313,0.1318,0.1318,0.4087,0.313,1,1,0.705251694,1,1
0.1318,0,0,0.313,0.1318,1,1,0.98025769,1,1
0,0,0,0.1318,0,1,1,1,1,1
0,0,0,0,0,0.990385175,1,1,1,1
0,0,0,0,0,0.974543273,1,1,1,1
0,0,0,0,0,1,1,1,1,1
0,0,0,0,0,0.998923659,1,1,0.990385175,1
0,0,0,0,0,1,1,1,0.974543273,1
0,0,0,0,0,0.9999156,0.990385175,1,1,1
0,0,0,0,0,0.989916205,0.974543273,1,0.998923659,1
0,0,0,0,0,0.989458561,1,1,1,0.990385175
